File,CEGAR,Cheetah,S52SAT,LCK,KSP
QS54_4_2.cnf_0.0_0_1.intohylo,0.0148043632507324,0.0098567008972167,0.0601656436920166,-1.0,0.1737515926361084
QS54_4_2.cnf_0.1_1_1.intohylo,0.0169684886932373,0.0150437355041503,0.1660072803497314,-1.0,-1.0
QS54_4_2.cnf_0.1_1_2.intohylo,0.0179445743560791,0.0141394138336181,0.2130720615386963,-1.0,-1.0
QS54_4_2.cnf_1.0_1_1.intohylo,0.0933194160461425,0.0382037162780761,9.335779905319214,-1.0,-1.0
QS55_8_1.cnf_0.01_1_1.intohylo,0.1297247409820556,0.1693840026855468,0.9377098083496094,-1.0,-1.0
QS55_8_1.cnf_0.01_1_2.intohylo,0.1533114910125732,0.170633316040039,0.8500609397888184,-1.0,-1.0
QS55_8_1.cnf_0.01_3_1.intohylo,0.1082587242126464,0.1897308826446533,0.8279378414154053,-1.0,-1.0
QS55_8_1.cnf_0.01_3_2.intohylo,0.1306128501892089,0.2146332263946533,0.7736208438873291,-1.0,-1.0
QS55_8_1.cnf_0.05_1_1.intohylo,0.1091089248657226,0.208467960357666,6.141065835952759,-1.0,-1.0
QS55_8_1.cnf_0.05_1_2.intohylo,0.1694056987762451,0.1817452907562255,5.486993312835693,-1.0,-1.0
QS55_8_1.cnf_0.05_3_1.intohylo,0.1225724220275878,0.2675225734710693,6.026080846786499,-1.0,-1.0
QS55_8_1.cnf_0.05_3_2.intohylo,0.1185412406921386,0.2556357383728027,5.0897057056427,-1.0,-1.0
QS55_8_1.cnf_0.0_0_1.intohylo,0.0973117351531982,0.1175909042358398,0.5273008346557617,-1.0,-1.0
QS55_8_1.cnf_0.1_1_1.intohylo,0.2452893257141113,0.4486026763916015,26.26078653335572,-1.0,-1.0
QS55_8_1.cnf_0.1_1_2.intohylo,0.1895539760589599,0.4059951305389404,21.815935611724854,-1.0,-1.0
QS55_8_1.cnf_1.0_1_1.intohylo,3.5127205848693848,1.520273208618164,-1.0,-1.0,-1.0
QS55_8_2.cnf_0.01_1_1.intohylo,0.2519130706787109,0.5486280918121338,3.083127737045288,-1.0,-1.0
QS55_8_2.cnf_0.01_1_2.intohylo,0.2283861637115478,0.5373237133026123,2.9781947135925293,-1.0,-1.0
QS55_8_2.cnf_0.01_3_1.intohylo,0.2479856014251709,0.6882710456848145,3.557971954345703,-1.0,-1.0
QS55_8_2.cnf_0.01_3_2.intohylo,0.2392897605895996,0.7718141078948975,3.1302521228790283,-1.0,-1.0
QS55_8_2.cnf_0.05_1_1.intohylo,0.3231627941131592,0.6667299270629883,-1.0,-1.0,-1.0
QS55_8_2.cnf_0.05_1_2.intohylo,0.29353928565979,0.6459016799926758,-1.0,-1.0,-1.0
QS55_8_2.cnf_0.05_3_1.intohylo,0.2736940383911133,0.8606524467468262,27.805402040481567,-1.0,-1.0
QS55_8_2.cnf_0.05_3_2.intohylo,0.2746460437774658,0.8864872455596924,-1.0,-1.0,-1.0
QS55_8_2.cnf_0.0_0_1.intohylo,0.2523086071014404,0.4337706565856933,1.8714301586151123,-1.0,-1.0
QS55_8_2.cnf_0.1_1_1.intohylo,1.0086233615875244,1.4785680770874023,-1.0,-1.0,-1.0
QS55_8_2.cnf_0.1_1_2.intohylo,0.8537652492523193,4.700132608413696,-1.0,-1.0,-1.0
QS55_8_2.cnf_1.0_1_1.intohylo,19.662441730499268,5.794878721237183,-1.0,-1.0,-1.0
QS55_8_3.cnf_0.01_1_1.intohylo,0.4472396373748779,1.2885019779205322,7.502768993377685,-1.0,-1.0
QS55_8_3.cnf_0.01_1_2.intohylo,0.4377617835998535,1.2812964916229248,7.962585926055908,-1.0,-1.0
QS55_8_3.cnf_0.01_3_1.intohylo,0.4396617412567138,1.8338923454284668,7.673110485076904,-1.0,-1.0
QS55_8_3.cnf_0.01_3_2.intohylo,0.434520959854126,1.8674681186676023,7.624161958694458,-1.0,-1.0
QS55_8_3.cnf_0.05_1_1.intohylo,1.7333033084869385,2.653808355331421,-1.0,-1.0,-1.0
QS55_8_3.cnf_0.05_1_2.intohylo,1.055689811706543,1.8558900356292725,-1.0,-1.0,-1.0
QS55_8_3.cnf_0.05_3_1.intohylo,1.5753376483917236,2.354653596878052,-1.0,-1.0,-1.0
QS55_8_3.cnf_0.05_3_2.intohylo,5.704269170761108,2.214589834213257,-1.0,-1.0,-1.0
QS55_8_3.cnf_0.0_0_1.intohylo,0.5947909355163574,1.1037893295288086,4.737297534942627,-1.0,-1.0
QS55_8_3.cnf_0.1_1_1.intohylo,2.1648898124694824,3.1119823455810547,-1.0,-1.0,-1.0
QS55_8_3.cnf_0.1_1_2.intohylo,8.58972430229187,4.000573396682739,-1.0,-1.0,-1.0
QS55_8_3.cnf_1.0_1_1.intohylo,-1.0,12.38541841506958,-1.0,-1.0,-1.0
QS57_8_1.cnf_0.01_1_1.intohylo,0.1119630336761474,0.1466047763824463,0.7662055492401123,-1.0,-1.0
QS57_8_1.cnf_0.01_1_2.intohylo,0.0911586284637451,0.1308834552764892,0.7300236225128174,-1.0,-1.0
QS57_8_1.cnf_0.01_3_1.intohylo,0.0991559028625488,0.1923749446868896,0.779289722442627,-1.0,-1.0
QS57_8_1.cnf_0.01_3_2.intohylo,0.1053357124328613,0.1646881103515625,0.6748001575469971,-1.0,-1.0
QS57_8_1.cnf_0.05_1_1.intohylo,0.1050248146057128,0.2027080059051513,5.194572687149048,-1.0,-1.0
QS57_8_1.cnf_0.05_1_2.intohylo,0.1202175617218017,0.1880505084991455,5.503019571304321,-1.0,-1.0
QS57_8_1.cnf_0.05_3_1.intohylo,0.1328628063201904,0.2485299110412597,5.782269716262817,-1.0,-1.0
QS57_8_1.cnf_0.05_3_2.intohylo,0.1193604469299316,0.3220448493957519,6.4895899295806885,-1.0,-1.0
QS57_8_1.cnf_0.0_0_1.intohylo,0.1006271839141845,0.113699197769165,0.5333383083343506,-1.0,-1.0
QS57_8_1.cnf_0.1_1_1.intohylo,0.1833353042602539,0.4578666687011719,9.74191665649414,-1.0,-1.0
QS57_8_1.cnf_0.1_1_2.intohylo,0.2350320816040039,0.2997965812683105,-1.0,-1.0,-1.0
QS57_8_1.cnf_1.0_1_1.intohylo,3.861076593399048,1.4294681549072266,-1.0,-1.0,-1.0
QS57_8_2.cnf_0.01_1_1.intohylo,0.2809131145477295,0.5417313575744629,3.295478820800781,-1.0,-1.0
QS57_8_2.cnf_0.01_1_2.intohylo,0.2227082252502441,0.4973931312561035,3.196640014648437,-1.0,-1.0
QS57_8_2.cnf_0.01_3_1.intohylo,0.2275974750518798,0.745520830154419,2.99879789352417,-1.0,-1.0
QS57_8_2.cnf_0.01_3_2.intohylo,0.2533445358276367,0.7739408016204834,2.96967887878418,-1.0,-1.0
QS57_8_2.cnf_0.05_1_1.intohylo,0.2985334396362304,0.7479510307312012,-1.0,-1.0,-1.0
QS57_8_2.cnf_0.05_1_2.intohylo,0.3120057582855224,0.634509801864624,-1.0,-1.0,-1.0
QS57_8_2.cnf_0.05_3_1.intohylo,0.3283507823944092,0.8885517120361328,-1.0,-1.0,-1.0
QS57_8_2.cnf_0.05_3_2.intohylo,0.3283514976501465,0.8547723293304443,25.120095252990723,-1.0,-1.0
QS57_8_2.cnf_0.0_0_1.intohylo,0.2641334533691406,0.4522781372070312,2.00339937210083,-1.0,-1.0
QS57_8_2.cnf_0.1_1_1.intohylo,0.6695189476013184,1.6043212413787842,-1.0,-1.0,-1.0
QS57_8_2.cnf_0.1_1_2.intohylo,0.8351049423217773,2.667513608932495,-1.0,-1.0,-1.0
QS57_8_2.cnf_1.0_1_1.intohylo,20.310863494873047,5.329859018325806,-1.0,-1.0,-1.0
QS57_8_3.cnf_0.01_1_1.intohylo,0.3972113132476806,1.1089940071105957,7.47063684463501,-1.0,-1.0
QS57_8_3.cnf_0.01_1_2.intohylo,0.3676474094390869,1.2283642292022705,6.885694265365601,-1.0,-1.0
QS57_8_3.cnf_0.01_3_1.intohylo,0.3773610591888428,1.8056883811950684,7.081835031509399,-1.0,-1.0
QS57_8_3.cnf_0.01_3_2.intohylo,0.379443883895874,1.7771124839782717,8.630968570709229,-1.0,-1.0
QS57_8_3.cnf_0.05_1_1.intohylo,0.5117747783660889,1.4434316158294678,-1.0,-1.0,-1.0
QS57_8_3.cnf_0.05_1_2.intohylo,0.5451993942260742,1.5706686973571775,-1.0,-1.0,-1.0
QS57_8_3.cnf_0.05_3_1.intohylo,0.5052499771118164,1.9531264305114744,-1.0,-1.0,-1.0
QS57_8_3.cnf_0.05_3_2.intohylo,0.60923171043396,1.9610481262207031,-1.0,-1.0,-1.0
QS57_8_3.cnf_0.0_0_1.intohylo,0.4026901721954345,0.9720702171325684,4.2583630084991455,-1.0,-1.0
QS57_8_3.cnf_0.1_1_1.intohylo,2.2302207946777344,2.884529829025269,-1.0,-1.0,-1.0
QS57_8_3.cnf_0.1_1_2.intohylo,1.8113617897033687,5.893953084945679,-1.0,-1.0,-1.0
QS57_8_3.cnf_1.0_1_1.intohylo,-1.0,21.828007459640503,-1.0,-1.0,-1.0
QS57_8_4.cnf_0.01_1_1.intohylo,0.766977071762085,2.7701361179351807,14.190689086914062,-1.0,-1.0
QS57_8_4.cnf_0.01_1_2.intohylo,0.6103408336639404,2.3582534790039062,13.060378313064575,-1.0,-1.0
QS57_8_4.cnf_0.01_3_1.intohylo,0.6079707145690918,3.4323394298553467,15.061516284942629,-1.0,-1.0
QS57_8_4.cnf_0.01_3_2.intohylo,0.6042912006378174,3.347095727920532,13.865150928497314,-1.0,-1.0
QS57_8_4.cnf_0.05_1_1.intohylo,0.9147520065307616,2.801090717315674,-1.0,-1.0,-1.0
QS57_8_4.cnf_0.05_1_2.intohylo,1.0190739631652832,3.558898448944092,-1.0,-1.0,-1.0
QS57_8_4.cnf_0.05_3_1.intohylo,0.9747769832611084,3.677011966705322,-1.0,-1.0,-1.0
QS57_8_4.cnf_0.05_3_2.intohylo,1.0949418544769287,3.783524036407471,-1.0,-1.0,-1.0
QS57_8_4.cnf_0.0_0_1.intohylo,0.667731761932373,1.8844940662384035,8.0735023021698,-1.0,-1.0
QS57_8_4.cnf_0.1_1_1.intohylo,14.39542031288147,4.60125207901001,-1.0,-1.0,-1.0
QS57_8_4.cnf_0.1_1_2.intohylo,8.270618200302124,7.170946359634399,-1.0,-1.0,-1.0
QS57_8_4.cnf_1.0_1_1.intohylo,-1.0,21.55894875526428,-1.0,-1.0,-1.0
QS57_8_5.cnf_0.01_1_1.intohylo,0.7798283100128174,4.553788185119629,24.35534977912903,-1.0,-1.0
QS57_8_5.cnf_0.01_1_2.intohylo,0.8609921932220459,3.944124460220337,23.06700325012207,-1.0,-1.0
QS57_8_5.cnf_0.01_3_1.intohylo,0.7340700626373291,5.434843301773071,23.67757272720337,-1.0,-1.0
QS57_8_5.cnf_0.01_3_2.intohylo,0.8514213562011719,5.444274425506592,22.46103453636169,-1.0,-1.0
QS57_8_5.cnf_0.05_1_1.intohylo,1.5394556522369385,5.2115795612335205,-1.0,-1.0,-1.0
